date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter,latitude,longitude
2021-04-07,WS21093,.TB4,40,40,40,40,40,40,0,40,40,0,40,40,0,0,40,40,40,40,27.6165,-83.1341666666667
2021-04-07,WS21093,.TB5,58,58,57,58,58,57,0,56,56,0,58,58,0,0,58,57,57,58,27.6168333333333,-83.3003333333333
2021-04-08,WS21093,.21LK,60,60,59,60,60,59,0,58,58,0,60,60,0,0,60,59,59,59,24.5356666666667,-81.414
2021-04-08,WS21093,.30,44,44,44,44,44,44,0,44,44,0,44,44,0,0,44,44,44,44,25.4028333333333,-82.211
2021-04-08,WS21093,.CAL6,45,45,44,45,45,44,0,43,43,0,45,45,0,0,45,44,44,44,25.9415,-82.4835
2021-04-08,WS21093,.KW1,10,10,10,10,10,10,0,9,9,0,10,10,0,0,10,10,10,10,24.6528333333333,-81.9045
2021-04-08,WS21093,.KW2,19,19,19,19,19,19,0,18,18,0,19,19,0,0,19,19,19,19,24.728,-81.9183333333333
2021-04-08,WS21093,.KW4,36,36,36,36,36,36,0,35,35,0,36,36,0,0,36,36,36,36,25.0128333333333,-82.043
2021-04-08,WS21093,.WS,39,39,39,39,39,39,0,36,36,0,39,39,0,0,39,39,39,39,24.4763333333333,-81.7181666666667
2021-04-09,WS21093,.12,56,56,56,56,56,56,0,56,56,0,56,56,0,0,56,56,56,55,24.7131666666667,-80.8303333333333
2021-04-09,WS21093,.18,36,36,36,36,36,36,0,35,35,0,36,36,0,0,36,36,36,36,24.5985,-81.1826666666667
2021-04-09,WS21093,.9,52,52,52,52,52,52,0,51,51,0,52,52,0,0,52,52,52,51,24.7636666666667,-80.7238333333333
2021-04-09,WS21093,.MR,58,58,58,58,58,58,0,56,56,0,58,58,0,0,58,58,58,57,25.0038333333333,-80.3755
2021-05-31,WS21151,001,10,10,9,10,10,9,0,9,9,0,10,10,10,10,10,9,9,10,25.6406666666667,-80.1033333333333
2021-05-31,WS21151,007,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.8175,-80.7566666666667
2021-05-31,WS21151,009,59,59,59,59,59,59,0,59,59,0,59,59,59,59,59,59,59,58,24.7623333333333,-80.7248333333333
2021-05-31,WS21151,009.5,240,240,240,239,240,240,0,238,238,0,240,240,240,240,240,240,240,238,24.7178333333333,-80.6896666666667
2021-05-31,WS21151,010,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,7,24.7881666666667,-80.8608333333333
2021-05-31,WS21151,012,51,51,51,51,51,51,0,49,49,0,51,51,51,51,51,51,51,50,24.7138333333333,-80.8341666666667
2021-05-31,WS21151,MR,65,65,64,65,65,64,0,63,63,0,65,65,65,65,65,64,64,65,25.0003333333333,-80.3786666666667
2021-06-01,WS21151,016,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.6695,-81.2016666666667
2021-06-01,WS21151,018,57,57,57,57,57,57,0,55,55,0,57,57,57,57,57,57,57,55,24.5973333333333,-81.186
2021-06-01,WS21151,21LK,65,65,64,65,65,64,0,62,62,0,65,65,65,65,65,64,64,63,24.536,-81.4121666666667
2021-06-01,WS21151,30,44,44,43,44,44,43,0,42,42,0,44,44,44,44,44,43,43,43,25.404,-82.2098333333333
2021-06-01,WS21151,31,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,25.7415,-81.943
2021-06-01,WS21151,33,12,12,12,12,12,12,0,12,12,0,12,12,12,12,12,12,12,12,25.9106666666667,-81.8021666666667
2021-06-01,WS21151,KW1,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,24.6535,-81.9031666666667
2021-06-01,WS21151,KW2,21,21,21,21,21,21,0,20,20,0,21,21,21,21,21,21,21,21,24.7261666666667,-81.9181666666667
2021-06-01,WS21151,KW4,36,36,36,36,36,36,0,35,35,0,36,36,36,36,36,36,36,36,25.014,-82.0433333333333
2021-06-01,WS21151,WS,37,37,37,36,37,37,0,36,36,0,37,37,37,37,37,37,37,37,24.4775,-81.717
2021-06-02,WS21151,BG1,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,26.7193333333333,-82.2466666666667
2021-06-02,WS21151,BG2,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18,26.6895,-82.3393333333333
2021-06-02,WS21151,BG3,25,25,24,25,25,24,0,24,24,0,25,25,25,25,25,24,24,25,26.6695,-82.418
2021-06-02,WS21151,BG4,34,34,33,34,34,33,0,33,33,0,34,34,34,34,34,33,33,34,26.6303333333333,-82.5573333333333
2021-06-02,WS21151,CAL1,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,26.4258333333333,-81.9601666666667
2021-06-02,WS21151,CAL2,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,26.3833333333333,-82.0005
2021-06-02,WS21151,CAL3,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,11,26.3435,-82.0466666666667
2021-06-02,WS21151,CAL4,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16,26.254,-82.1378333333333
2021-06-02,WS21151,CAL5,30,30,29,30,30,29,0,29,29,0,30,30,30,30,30,29,29,30,26.1856666666667,-82.2176666666667
2021-06-02,WS21151,GP5,45,45,44,45,45,44,0,43,43,0,45,45,45,45,45,44,44,45,26.5978333333333,-82.6983333333333
2021-06-02,WS21151,RP1,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,26.5461666666667,-82.2151666666667
2021-06-02,WS21151,RP2,10,10,9,10,10,9,0,9,9,0,10,10,10,10,10,9,9,10,26.5535,-82.256
2021-06-02,WS21151,RP3,20,20,19,20,20,19,0,18,18,0,20,20,20,20,20,19,19,20,26.5516666666667,-82.3328333333333
2021-06-02,WS21151,RP4,29,29,29,29,29,29,0,29,29,0,29,29,29,29,29,29,29,28,26.5781666666667,-82.4988333333333
2021-06-02,WS21151,V1,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,27.111,-82.4773333333333
2021-06-02,WS21151,V2,18,18,17,18,18,17,0,17,17,0,18,18,18,18,18,17,17,18,27.0716666666667,-82.5466666666667
2021-06-02,WS21151,V3,25,25,24,25,25,24,0,24,24,0,25,25,25,25,25,24,24,24,27.033,-82.6136666666667
2021-06-02,WS21151,V4,31,31,30,31,31,30,0,30,30,0,31,31,31,31,31,30,30,31,26.994,-82.6831666666667
2021-06-03,WS21151,AMI1,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,27.4936666666667,-82.7506666666667
2021-06-03,WS21151,AMI2,18,18,18,18,18,18,0,17,17,0,18,18,18,18,18,18,18,18,27.4605,-82.845
2021-06-03,WS21151,AMI3,30,30,29,30,30,29,0,29,29,0,30,30,30,30,30,29,29,30,27.423,-82.9413333333333
2021-06-03,WS21151,AMI4,40,40,40,40,40,40,0,40,40,0,40,40,40,40,40,40,40,40,27.3826666666667,-83.0338333333333
2021-06-03,WS21151,AMI5,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,27.3448333333333,-83.13
2021-06-03,WS21151,AMI6,63,63,63,63,63,63,0,63,63,0,63,63,63,63,63,63,63,61,27.3046666666667,-83.223
2021-06-03,WS21151,AMI7,75,75,75,75,75,75,0,74,74,0,75,75,75,75,75,75,75,74,27.2655,-83.3176666666667
2021-06-03,WS21151,AMI8,83,83,83,83,83,83,0,83,83,0,83,83,83,83,83,83,83,82,27.2275,-83.4101666666667
2021-06-03,WS21151,AMI9,90,90,90,90,90,90,0,89,89,0,90,90,90,90,90,90,90,89,27.1885,-83.5056666666667
2021-06-03,WS21151,TB1,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,27.8028333333333,-82.8803333333333
2021-06-03,WS21151,TB2,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13,27.7411666666667,-82.9278333333333
2021-06-03,WS21151,TB3,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,27.672,-82.9998333333333
2021-06-03,WS21151,TB4,39,39,39,39,39,39,0,38,38,0,39,39,39,39,39,39,39,38,27.6175,-83.1328333333333
2021-06-03,WS21151,TBA,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,12,27.6776666666667,-82.8691666666667
2021-06-03,WS21151,TBB,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13,27.6053333333333,-82.8688333333333
2021-06-03,WS21151,TBC,15,15,14,15,15,14,0,14,14,0,15,15,15,15,15,14,14,15,27.5286666666667,-82.8578333333333
2021-06-03,WS21151,V5,43,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,26.9546666666667,-82.7518333333333
2021-06-03,WS21151,V6,49,49,49,49,49,49,0,49,49,0,49,49,49,49,49,49,49,49,26.916,-82.8208333333333
2021-06-03,WS21151,V7,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,26.8753333333333,-82.8888333333333
2021-06-03,WS21151,V8,59,59,59,59,59,59,0,59,59,0,59,59,59,59,59,59,59,59,26.831,-82.9573333333333
2021-06-03,WS21151,V9,69,69,69,69,69,69,0,68,68,0,69,69,69,69,69,69,69,69,26.7281666666667,-83.1028333333333
2021-06-04,WS21151,CAL.A,38,38,38,38,38,38,0,36,36,0,38,38,38,38,38,38,38,38,26.3265,-82.4845
2021-06-04,WS21151,CAL6,50,50,50,50,50,50,0,49,49,0,50,50,50,50,50,50,50,50,25.9413333333333,-82.4843333333333
2021-06-04,WS21151,GS,72,72,72,72,72,72,0,71,71,0,72,72,72,72,72,72,72,71,25.7835,-82.7378333333333
2021-06-04,WS21151,TB10,62,62,62,62,62,62,0,62,62,0,62,62,62,62,62,62,62,62,27.616,-83.4876666666667
2021-06-04,WS21151,TB5,56,56,56,56,56,56,0,55,55,0,56,56,56,56,56,56,56,56,27.6171666666667,-83.2995
2021-06-05,WS21151,41,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.7345,-81.5756666666667
2021-06-05,WS21151,45,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.5826666666667,-81.4708333333333
2021-06-05,WS21151,47,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.5826666666667,-81.366
2021-06-05,WS21151,51,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3,25.4531666666667,-81.3091666666667
2021-06-05,WS21151,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.453,-81.2276666666667
2021-06-05,WS21151,55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3503333333333,-81.1946666666667
2021-06-05,WS21151,56,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,1,25.3495,-81.2273333333333
2021-06-05,WS21151,57,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.3523333333333,-81.266
2021-06-05,WS21151,57.1,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.3516666666667,-81.3371666666667
2021-06-05,WS21151,57.2,15,15,14,15,15,14,0,13,13,0,15,15,15,15,15,14,14,13,25.352,-81.4918333333333
2021-06-05,WS21151,57.3,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18,25.3503333333333,-81.6526666666667
2021-06-05,WS21151,58,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,18,25.1655,-81.6503333333333
2021-06-05,WS21151,60,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,4,25.1673333333333,-81.3385
2021-06-05,WS21151,64,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,25.1646666666667,-81.161
2021-06-06,WS21151,68,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.9296666666667,-81.167
2021-07-31,WS21212,002,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,25.6421666666667,-80.1041666666667
2021-07-31,WS21212,007,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,24.8168333333333,-80.7571666666667
2021-07-31,WS21212,009,9,9,8,9,9,9,0,9,9,0,9,9,9,9,9,9,9,7,24.7636666666667,-80.7226666666667
2021-07-31,WS21212,009.5,195,195,195,195,195,195,0,195,195,0,195,195,195,195,195,195,195,194,24.7168333333333,-80.6891666666667
2021-07-31,WS21212,012,44,44,44,44,44,44,0,43,43,0,44,44,44,44,44,44,44,43,24.7156666666667,-80.83
2021-07-31,WS21212,MR,57,57,57,57,57,57,0,56,56,0,57,57,57,57,57,57,57,57,25.0056666666667,-80.371
2021-08-01,WS21212,010,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,24.789,-80.86
2021-08-01,WS21212,018,35,35,34,35,35,34,0,34,34,0,35,35,35,35,35,34,34,35,24.599,-81.1846666666667
2021-08-01,WS21212,021LK,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,24.535,-81.4135
2021-08-01,WS21212,030,36,36,36,36,36,36,0,34,34,0,36,36,36,36,36,36,36,35,25.4013333333333,-82.2066666666667
2021-08-01,WS21212,KW1,12,12,12,12,12,12,0,12,12,0,12,12,12,12,12,12,12,12,24.6548333333333,-81.9046666666667
2021-08-01,WS21212,KW2,21,21,21,21,21,21,0,20,20,0,21,21,21,21,21,21,21,21,24.7278333333333,-81.9178333333333
2021-08-01,WS21212,KW4,37,37,37,37,37,37,0,37,37,0,37,37,37,37,37,37,37,37,25.0136666666667,-82.041
2021-08-01,WS21212,WS,39,39,39,39,39,39,0,39,39,0,39,39,39,39,39,39,39,39,24.4766666666667,-81.7183333333333
2021-08-01,WS21212,WS2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.4766666666667,-81.7195
2021-08-02,WS21212,031,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22,25.7428333333333,-81.9425
2021-08-02,WS21212,033,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,25.9138333333333,-81.7995
2021-08-02,WS21212,BG1,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,26.7198333333333,-82.2486666666667
2021-08-02,WS21212,BG2,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,19,26.6888333333333,-82.3388333333333
2021-08-02,WS21212,BG3,28,28,28,28,28,28,0,28,28,0,28,28,28,28,28,28,28,28,26.6686666666667,-82.416
2021-08-02,WS21212,BG4,36,36,36,36,36,36,0,35,35,0,36,36,36,36,36,36,36,36,26.63,-82.5558333333333
2021-08-02,WS21212,CAL1,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,26.427,-81.9603333333333
2021-08-02,WS21212,CAL2,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,11,26.3835,-81.9996666666667
2021-08-02,WS21212,CAL3,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,15,26.3418333333333,-82.0423333333333
2021-08-02,WS21212,CAL4,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18,26.2553333333333,-82.1381666666667
2021-08-02,WS21212,CAL5,26,26,26,26,26,26,0,25,25,0,26,26,26,26,26,26,26,26,26.1835,-82.2175
2021-08-02,WS21212,GP5,46,46,46,46,46,46,0,46,46,0,46,46,46,46,46,46,46,46,26.5961666666667,-82.6951666666667
2021-08-02,WS21212,RP1,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,26.5456666666667,-82.2148333333333
2021-08-02,WS21212,RP2,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,14,26.5533333333333,-82.2555
2021-08-02,WS21212,RP3,23,23,23,23,23,23,0,21,21,0,23,23,23,23,23,23,23,22,26.5516666666667,-82.3315
2021-08-02,WS21212,RP4,30,30,30,30,30,30,0,30,30,0,30,30,30,30,30,30,30,30,26.578,-82.4971666666667
2021-08-03,WS21212,CW1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,28.0138333333333,-82.8443333333333
2021-08-03,WS21212,CW2,13,13,12,13,13,12,0,11,11,0,13,13,13,13,13,12,12,13,28.0186666666667,-82.8871666666667
2021-08-03,WS21212,CW3,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18,28.012,-82.9581666666667
2021-08-03,WS21212,CW4,28,28,28,28,28,28,0,26,26,0,28,28,28,28,28,28,28,28,28.0121666666667,-83.0765
2021-08-03,WS21212,TB1,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,9,27.8008333333333,-82.88
2021-08-03,WS21212,TB10,56,56,56,56,56,56,0,56,56,0,56,56,56,56,56,56,56,56,27.617,-83.4851666666667
2021-08-03,WS21212,TB2,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,27.7405,-82.9286666666667
2021-08-03,WS21212,TB3,22,22,22,22,22,22,0,20,20,0,22,22,22,22,22,22,22,22,27.6711666666667,-83.0005
2021-08-03,WS21212,TB4,44,44,44,44,44,44,0,40,40,0,44,44,44,44,44,44,44,42,27.6166666666667,-83.1321666666667
2021-08-03,WS21212,TB5,59,59,59,59,59,59,0,57,57,0,59,59,59,59,59,59,59,57,27.6178333333333,-83.2983333333333
2021-08-04,WS21212,AMI1,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11,27.4988333333333,-82.7511666666667
2021-08-04,WS21212,AMI2,12,12,12,12,12,12,0,10,10,0,12,12,12,12,12,12,12,12,27.4595,-82.844
2021-08-04,WS21212,AMI3,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19,27.4216666666667,-82.9363333333333
2021-08-04,WS21212,AMI4,34,34,33,34,34,33,0,32,32,0,34,34,34,34,34,33,33,33,27.3821666666667,-83.0311666666667
2021-08-04,WS21212,AMI5,44,44,44,44,44,44,0,42,42,0,44,44,44,44,44,44,44,43,27.3441666666667,-83.1256666666667
2021-08-04,WS21212,AMI6,53,53,52,53,53,52,0,51,51,0,53,53,53,53,53,52,52,53,27.3053333333333,-83.2206666666667
2021-08-04,WS21212,AMI7,61,61,61,61,61,61,0,59,59,0,61,61,61,61,61,61,61,59,27.2671666666667,-83.3141666666667
2021-08-04,WS21212,AMI8,70,70,69,70,70,69,0,67,67,0,70,70,70,70,70,69,69,70,27.2285,-83.4096666666667
2021-08-04,WS21212,AMI9,70,70,70,70,70,70,0,69,69,0,70,70,70,70,70,70,70,68,27.1893333333333,-83.5025
2021-08-04,WS21212,V1,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,3,27.1095,-82.4761666666667
2021-08-04,WS21212,V2,23,23,23,23,23,23,0,23,23,0,23,23,23,23,23,23,23,22,27.0725,-82.544
2021-08-04,WS21212,V3,28,28,27,28,28,27,0,24,24,0,28,28,28,28,28,27,27,28,27.0353333333333,-82.6138333333333
2021-08-04,WS21212,V4,38,38,38,38,38,38,0,36,36,0,38,38,38,38,38,38,38,38,26.9951666666667,-82.6821666666667
2021-08-04,WS21212,V5,47,47,47,47,47,47,0,47,47,0,47,47,47,47,47,47,47,44,26.9556666666667,-82.75
2021-08-04,WS21212,V6,55,55,54,55,55,54,0,52,52,0,55,55,55,55,55,54,54,51,26.9173333333333,-82.8183333333333
2021-08-04,WS21212,V7,55,55,55,55,55,55,0,55,55,0,55,55,55,55,55,55,55,53,26.8768333333333,-82.8931666666667
2021-08-04,WS21212,V8,60,60,59,60,60,59,0,57,57,0,60,60,60,60,60,59,59,57,26.8336666666667,-82.9556666666667
2021-08-04,WS21212,V9,60,60,60,60,60,60,0,57,57,0,60,60,60,60,60,60,60,59,26.7311666666667,-83.099
2021-08-05,WS21212,041,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,25.7345,-81.575
2021-08-05,WS21212,045,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,25.5848333333333,-81.4711666666667
2021-08-05,WS21212,047,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,25.583,-81.3663333333333
2021-08-05,WS21212,049,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.5836666666667,-81.2926666666667
2021-08-05,WS21212,051,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,25.4533333333333,-81.3071666666667
2021-08-05,WS21212,054,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3418333333333,-81.1556666666667
2021-08-05,WS21212,055,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3506666666667,-81.1978333333333
2021-08-05,WS21212,057,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.351,-81.2686666666667
2021-08-05,WS21212,057.1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.3523333333333,-81.3373333333333
2021-08-05,WS21212,057.2,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,25.351,-81.4915
2021-08-05,WS21212,057.3,14,14,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,14,25.3528333333333,-81.6548333333333
2021-08-05,WS21212,CAL6,41,41,41,41,41,41,0,41,41,0,41,41,41,41,41,41,41,41,25.9413333333333,-82.4808333333333
2021-08-06,WS21212,058,17,17,16,17,17,16,0,15,15,0,17,17,17,17,17,16,16,17,25.1658333333333,-81.6536666666667
2021-08-06,WS21212,060,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.1668333333333,-81.3345
2021-08-06,WS21212,065,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.098,-81.0948333333333
2021-12-04,WS21338,.002,9,9,9,9,9,9,0,7,7,0,9,9,9,9,9,9,9,8,25.6418333333333,-80.1055
2021-12-04,WS21338,.MR,69,69,68,69,69,68,0,67,67,0,69,69,69,69,69,68,68,68,25.0056666666667,-80.3696666666667
2021-12-05,WS21338,.10,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,3,24.7881666666667,-80.8595
2021-12-05,WS21338,.12,72,72,72,72,72,72,0,72,72,0,72,72,72,72,72,72,72,68,24.7123333333333,-80.832
2021-12-05,WS21338,.16,7,7,6,7,7,6,0,6,6,0,7,7,7,7,7,6,6,5,24.6683333333333,-81.203
2021-12-05,WS21338,.18,57,57,57,57,57,57,0,56,56,0,57,57,57,57,57,57,57,56,24.5975,-81.1836666666667
2021-12-05,WS21338,.21LK,72,72,72,72,72,72,0,72,72,0,72,72,72,72,72,72,72,70,24.5361666666667,-81.4105
2021-12-05,WS21338,.7,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,8,24.8148333333333,-80.7566666666667
2021-12-05,WS21338,.9,61,61,61,61,61,61,0,60,60,0,61,61,61,61,61,61,61,61,24.7628333333333,-80.724
2021-12-05,WS21338,.9,251,251,251,251,251,251,0,250,250,0,251,251,251,251,251,251,251,244,24.7628333333333,-80.724
2021-12-05,WS21338,.KW1,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,24.6535,-81.906
2021-12-05,WS21338,.KW2,22,22,21,22,22,21,0,20,20,0,22,22,22,22,22,21,21,22,24.7266666666667,-81.9178333333333
2021-12-05,WS21338,.KW4,40,40,39,40,40,39,0,39,39,0,40,40,40,40,40,39,39,40,25.0136666666667,-82.0421666666667
2021-12-05,WS21338,.WS,43,43,43,43,43,43,0,42,42,0,43,43,43,43,43,43,43,40,24.4748333333333,-81.716
2021-12-06,WS21338,.30,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,49,25.4026666666667,-82.209
2021-12-06,WS21338,.31,31,31,31,31,31,31,0,31,31,0,31,31,31,31,31,31,31,31,25.7415,-81.943
2021-12-06,WS21338,.33,17,17,17,17,17,17,0,17,17,0,17,17,17,17,17,17,17,16,25.9111666666667,-81.8
2021-12-06,WS21338,.CAL1,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,26.4261666666667,-81.9598333333333
2021-12-06,WS21338,.CAL2,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,26.3826666666667,-82.0
2021-12-06,WS21338,.CAL3,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13,26.3415,-82.0436666666667
2021-12-06,WS21338,.CAL4,21,21,21,21,21,21,0,21,21,0,21,21,21,21,21,21,21,21,26.2538333333333,-82.1385
2021-12-06,WS21338,.CAL5,32,32,31,32,32,31,0,30,30,0,32,32,32,32,32,31,31,30,26.183,-82.2168333333333
2021-12-06,WS21338,.GP3,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,25,26.6691666666667,-82.4163333333333
2021-12-06,WS21338,.GP4,35,35,35,35,35,35,0,35,35,0,35,35,35,35,35,35,35,35,26.6301666666667,-82.5565
2021-12-06,WS21338,.GP5,47,47,47,47,47,47,0,45,45,0,47,47,47,47,47,47,47,47,26.5955,-82.6958333333333
2021-12-06,WS21338,.RP1,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7,26.546,-82.2163333333333
2021-12-06,WS21338,.RP2,14,14,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,13,26.5533333333333,-82.2548333333333
2021-12-06,WS21338,.RP3,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,19,26.5513333333333,-82.3313333333333
2021-12-06,WS21338,.RP4,29,29,29,29,29,29,0,28,28,0,29,29,29,29,29,29,29,29,26.5781666666667,-82.4973333333333
2021-12-07,WS21338,.AMI2,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,14,27.459,-82.844
2021-12-07,WS21338,.AMI3,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,26,27.4213333333333,-82.9366666666667
2021-12-07,WS21338,.AMI4,40,40,40,40,40,40,0,40,40,0,40,40,40,40,40,40,40,40,27.383,-83.0301666666667
2021-12-07,WS21338,.AMI5,53,53,52,53,53,52,0,52,52,0,53,53,53,53,53,52,52,53,27.3438333333333,-83.127
2021-12-07,WS21338,.AMI6,66,66,66,66,66,66,0,66,66,0,66,66,66,66,66,66,66,66,27.305,-83.2208333333333
2021-12-07,WS21338,.AMI7,76,76,76,76,76,76,0,75,75,0,76,76,76,76,76,76,76,76,27.2665,-83.315
2021-12-07,WS21338,.AMI8,86,86,86,86,86,86,0,85,85,0,86,86,86,86,86,86,86,85,27.2278333333333,-83.4093333333333
2021-12-07,WS21338,.AMI9,93,93,93,93,93,93,0,93,93,0,93,93,93,93,93,93,93,90,27.1888333333333,-83.503
2021-12-07,WS21338,.GP1,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16,26.7151666666667,-82.2533333333333
2021-12-07,WS21338,.GP2,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,16,26.6883333333333,-82.3396666666667
2021-12-07,WS21338,.V2,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,20,27.0716666666667,-82.5466666666667
2021-12-07,WS21338,.V3,30,30,29,30,30,29,0,29,29,0,30,30,30,30,30,29,29,30,27.0331666666667,-82.6151666666667
2021-12-07,WS21338,.V4,35,35,35,35,35,35,0,34,34,0,35,35,35,35,35,35,35,35,26.9941666666667,-82.6838333333333
2021-12-07,WS21338,.V5,44,44,44,44,44,44,0,44,44,0,44,44,44,44,44,44,44,44,26.955,-82.7515
2021-12-07,WS21338,.V6,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52,26.9143333333333,-82.8223333333333
2021-12-07,WS21338,.V7,59,59,59,59,59,59,0,58,58,0,59,59,59,59,59,59,59,58,26.8756666666667,-82.8898333333333
